Time(s),Position(V)
3207.110000,-1.074716
3210.109000,-1.064494
3213.109000,-1.062576
3216.109000,-1.074553
3219.109000,-1.043339
3222.109000,-1.041384
3225.109000,-1.041802
3228.107000,-1.024390
3231.108000,-1.015164
3234.108000,-1.025665
3237.108000,-1.011173
3240.108000,-1.012883
3243.106000,-1.004558
3246.106000,-1.004690
3249.105000,-1.004463
3252.105000,-0.985701
3255.106000,-0.980595
3258.106000,-0.997874
3261.106000,-0.976828
3264.106000,-0.994709
3267.104000,-0.971705
3270.104000,-0.965685
3273.104000,-0.966072
3276.105000,-0.957720
3279.105000,-0.974646
3282.103000,-0.955500
3285.103000,-0.949442
3288.103000,-0.968479
3291.103000,-0.972715
3294.103000,-0.958481
3297.102000,-0.944741
3300.102000,-0.946930
3303.102000,-0.973075
3306.102000,-0.968452
3309.102000,-0.972365
3312.102000,-0.971056
3315.100000,-0.965410
3318.100000,-0.966100
3321.101000,-0.975271
3324.101000,-0.975142
3327.101000,-0.976556
3330.099000,-0.973888
3333.099000,-0.960759
3336.099000,-0.971899
3339.099000,-0.959726
3342.100000,-0.984086
3345.098000,-0.989743
3348.098000,-0.996885
3351.098000,-0.999306
3354.098000,-1.004612
3357.098000,-1.007117
3360.098000,-1.009487
3363.097000,-1.017826
3366.097000,-1.019271
3369.097000,-1.026256
3372.097000,-1.032114
3375.097000,-1.034425
3378.095000,-1.037988
3381.095000,-1.044066
3384.095000,-1.047914
3387.096000,-1.058045
3390.096000,-1.063899
3393.094000,-1.066958
3396.094000,-1.078601
3399.094000,-1.087256
3402.094000,-1.092675
3405.094000,-1.093906
3408.095000,-1.101283
3411.093000,-1.111447
3414.093000,-1.121258
3417.093000,-1.128726
3420.093000,-1.134730
3423.093000,-1.143548
3426.091000,-1.151683
3429.092000,-1.161286
3432.092000,-1.163601
3435.092000,-1.176805
3438.092000,-1.185807
3441.090000,-1.194809
3444.091000,-1.205476
3447.091000,-1.210694
3450.089000,-1.220855
3453.090000,-1.230190
3456.090000,-1.236364
3459.090000,-1.248054
3462.090000,-1.254605
3465.088000,-1.266010
3468.088000,-1.274101
3471.088000,-1.285897
3474.089000,-1.291918
3477.089000,-1.297659
3480.087000,-1.308527
3483.087000,-1.316482
3486.087000,-1.328023
3489.087000,-1.334387
3492.087000,-1.344147
3495.088000,-1.352680
3498.086000,-1.354226
3501.086000,-1.373032
3504.086000,-1.378900
3507.086000,-1.386508
3510.085000,-1.394632
3513.085000,-1.403359
3516.085000,-1.404396
3519.086000,-1.412007
3522.084000,-1.423354
3525.084000,-1.433944
3528.084000,-1.440447
3531.084000,-1.445352
3534.084000,-1.454555
3537.082000,-1.455520
3540.084000,-1.460534
3543.084000,-1.460425
3546.082000,-1.476175
3549.082000,-1.480962
3552.082000,-1.486581
3555.082000,-1.494556
3558.082000,-1.497551
3561.081000,-1.500624
3564.081000,-1.510911
3567.081000,-1.516024
3570.081000,-1.519709
3573.081000,-1.510737
3576.081000,-1.517281
3579.079000,-1.526555
3582.079000,-1.531501
3585.080000,-1.535948
3588.080000,-1.540017
